Date,Name,Role,Projects_Finished,Real_Time_Projects,Internship,Educational_Background,Applied Jobs,Getting Interview call,Placement_Statistics (%),Rejection_Reasons,City
4/10/2024,Candidate_1494,Data Analyst,12,Yes,Yes,B.Tech,254,20.43,78.48,High competition,Bangalore
12/24/2024,Candidate_1495,Data Analyst,12,Yes,Yes,B.Tech,183,38.29,80.8,Lack of skills,Bangalore
12/12/2024,Candidate_1496,Python Fullstack Developer,7,Yes,No,B.Tech,178,25.56,48.53,Communication issues,Bangalore
1/28/2024,Candidate_1497,Python Fullstack Developer,0,No,Yes,B.Tech,220,42.63,41.45,Lack of skills,Bangalore
8/21/2024,Candidate_1498,Data Analyst,0,No,No,MCA,230,20.49,53.54,No experience,Chennai
5/12/2024,Candidate_1499,AI/ML Engineer,7,Yes,Yes,B.Tech,224,25.39,85.89,Lack of skills,Bangalore
10/20/2024,Candidate_1500,Python Fullstack Developer,2,No,Yes,M.Tech,198,34.68,79.62,No experience,Hyderabad
9/5/2024,Candidate_1501,Data Analyst,14,Yes,Yes,BCA,293,35.74,42.33,No experience,Hyderabad
12/14/2024,Candidate_1502,Python Fullstack Developer,6,Yes,Yes,B.Tech,276,29.61,67.01,Communication issues,Hyderabad
2/22/2024,Candidate_1503,Data Analyst,8,Yes,No,M.Tech,250,63.05,62.92,Lack of skills,Bangalore
8/10/2024,Candidate_1504,Python Fullstack Developer,5,Yes,No,B.Tech,277,47.79,87.33,Lack of skills,Chennai
10/12/2024,Candidate_1505,DevOps Engineer,1,No,No,B.Tech,243,21.45,79.98,Lack of skills,Bangalore
1/13/2024,Candidate_1506,DevOps Engineer,12,Yes,No,B.Tech,274,29.9,80.47,No experience,Bangalore
1/25/2024,Candidate_1507,AI/ML Engineer,13,Yes,Yes,B.Tech,254,48.3,79.86,Communication issues,Bangalore
10/11/2024,Candidate_1508,Python Fullstack Developer,8,Yes,Yes,B.Tech,253,51.12,85.86,Lack of skills,Bangalore
5/14/2024,Candidate_1509,Python Fullstack Developer,4,Yes,Yes,M.Tech,269,25.23,40.82,Communication issues,Hyderabad
5/20/2024,Candidate_1510,Data Analyst,2,No,Yes,B.Tech,246,47.36,62.71,Lack of skills,Hyderabad
7/26/2024,Candidate_1511,Data Analyst,11,Yes,No,M.Tech,135,67.22,48.15,Lack of skills,Bangalore
8/9/2024,Candidate_1512,Python Fullstack Developer,5,Yes,Yes,B.Tech,220,73.99,48.17,Lack of skills,Chennai
9/5/2024,Candidate_1513,Data Analyst,3,No,No,M.Tech,186,48.8,79.85,No experience,Bangalore
12/13/2024,Candidate_1514,DevOps Engineer,0,No,No,B.Tech,123,39.25,54.63,No experience,Chennai
5/16/2024,Candidate_1515,AI/ML Engineer,13,Yes,No,MCA,277,64.81,84.05,Lack of skills,Chennai
10/6/2024,Candidate_1516,Data Analyst,14,Yes,No,B.Tech,225,41.79,42.92,Lack of skills,Hyderabad
7/29/2024,Candidate_1517,Python Fullstack Developer,15,Yes,Yes,B.Tech,187,57.66,80.72,No experience,Bangalore
7/12/2024,Candidate_1518,AI/ML Engineer,3,No,No,BCA,236,49.03,76.11,No experience,Bangalore
5/25/2024,Candidate_1519,AI/ML Engineer,7,Yes,Yes,MCA,232,42.73,85.81,Lack of skills,Chennai
8/25/2024,Candidate_1520,Python Fullstack Developer,6,Yes,No,B.Tech,257,71.76,52.95,No experience,Chennai
4/1/2024,Candidate_1521,Data Analyst,6,Yes,Yes,B.Tech,261,76.53,84.15,Communication issues,Hyderabad
2/11/2024,Candidate_1522,Data Analyst,8,Yes,Yes,MCA,116,39.53,63.13,Communication issues,Bangalore
9/26/2024,Candidate_1523,Python Fullstack Developer,9,Yes,No,MCA,164,57.12,78.81,Lack of skills,Bangalore
7/1/2024,Candidate_1524,Data Analyst,15,Yes,Yes,B.Tech,261,50.66,45.08,High competition,Hyderabad
5/21/2024,Candidate_1525,DevOps Engineer,12,Yes,No,B.Tech,168,66.53,85.87,Lack of skills,Hyderabad
7/24/2024,Candidate_1526,Data Analyst,4,Yes,No,M.Tech,169,60.19,72.11,Lack of skills,Hyderabad
4/5/2024,Candidate_1527,DevOps Engineer,13,Yes,Yes,MCA,173,47.21,74.55,No experience,Hyderabad
4/5/2024,Candidate_1528,Python Fullstack Developer,6,Yes,Yes,B.Tech,252,73.98,56.06,Communication issues,Chennai
6/12/2024,Candidate_1529,Data Analyst,6,Yes,No,BCA,231,53.23,53.02,High competition,Hyderabad
12/30/2024,Candidate_1530,AI/ML Engineer,9,Yes,Yes,B.Tech,158,63.77,45.29,No experience,Chennai
4/14/2024,Candidate_1531,AI/ML Engineer,6,Yes,No,B.Tech,180,43.55,79.33,Communication issues,Chennai
12/1/2024,Candidate_1532,Python Fullstack Developer,13,Yes,No,M.Tech,182,52.96,70.04,No experience,Chennai
6/28/2024,Candidate_1533,Data Analyst,5,Yes,No,B.Tech,161,30.9,83.11,Communication issues,Hyderabad
2/14/2024,Candidate_1534,Data Analyst,13,Yes,No,B.Tech,244,46.37,86.28,No experience,Chennai
11/8/2024,Candidate_1535,Python Fullstack Developer,4,Yes,No,B.Tech,148,27.26,42.5,No experience,Bangalore
6/14/2024,Candidate_1536,Python Fullstack Developer,0,No,No,MCA,189,48.13,57.99,No experience,Hyderabad
11/24/2024,Candidate_1537,Data Analyst,9,Yes,No,B.Tech,178,23.8,67.08,Lack of skills,Chennai
6/11/2024,Candidate_1538,Data Analyst,8,Yes,Yes,M.Tech,149,61.25,66.84,Communication issues,Bangalore
2/2/2024,Candidate_1539,Data Analyst,7,Yes,Yes,B.Tech,185,31.9,86.02,No experience,Bangalore
9/6/2024,Candidate_1540,Python Fullstack Developer,14,Yes,Yes,MCA,232,67.23,47.7,Communication issues,Bangalore
11/5/2024,Candidate_1541,Data Analyst,7,Yes,No,B.Tech,273,63.7,73.88,Lack of skills,Bangalore
4/26/2024,Candidate_1542,DevOps Engineer,11,Yes,No,B.Tech,205,75.55,71.45,No experience,Hyderabad
5/7/2024,Candidate_1543,Python Fullstack Developer,14,Yes,Yes,B.Tech,171,59.32,56.97,Lack of skills,Bangalore
1/24/2024,Candidate_1544,Data Analyst,2,No,No,M.Tech,167,78,83.61,No experience,Bangalore
7/17/2024,Candidate_1545,Data Analyst,0,No,No,MCA,253,77.4,43.2,Lack of skills,Chennai
11/22/2024,Candidate_1546,Python Fullstack Developer,15,Yes,Yes,MCA,208,75.57,47.78,Communication issues,Bangalore
11/7/2024,Candidate_1547,AI/ML Engineer,4,Yes,No,M.Tech,271,39.55,69.94,No experience,Bangalore
9/17/2024,Candidate_1548,Python Fullstack Developer,10,Yes,No,B.Tech,268,30.35,80.13,No experience,Bangalore
12/5/2024,Candidate_1549,AI/ML Engineer,12,Yes,No,B.Tech,148,54.6,69.25,Communication issues,Chennai
8/21/2024,Candidate_1550,Python Fullstack Developer,6,Yes,No,B.Tech,296,54.01,74.4,No experience,Hyderabad
10/17/2024,Candidate_1551,Data Analyst,12,Yes,No,B.Tech,256,56.89,59.26,No experience,Hyderabad
7/5/2024,Candidate_1552,Python Fullstack Developer,13,Yes,Yes,MCA,135,64.46,77.91,Lack of skills,Hyderabad
2/14/2024,Candidate_1553,Data Analyst,8,Yes,Yes,BCA,297,72.89,54.09,Communication issues,Bangalore
3/14/2024,Candidate_1554,Data Analyst,2,No,No,M.Tech,276,77.32,52.74,Lack of skills,Chennai
2/20/2024,Candidate_1555,Data Analyst,3,No,Yes,BCA,175,63.97,65.36,High competition,Chennai
10/16/2024,Candidate_1556,AI/ML Engineer,1,No,No,BCA,148,67.96,76.97,Lack of skills,Chennai
1/10/2024,Candidate_1557,AI/ML Engineer,1,No,No,MCA,275,59.43,87.36,Lack of skills,Bangalore
7/21/2024,Candidate_1558,DevOps Engineer,10,Yes,No,B.Tech,275,55.11,64.27,No experience,Chennai
5/15/2024,Candidate_1559,Python Fullstack Developer,7,Yes,Yes,BCA,192,58.42,71.36,Lack of skills,Bangalore
10/21/2024,Candidate_1560,AI/ML Engineer,15,Yes,Yes,MCA,282,34.18,62.57,Lack of skills,Bangalore
7/20/2024,Candidate_1561,Python Fullstack Developer,11,Yes,Yes,B.Tech,238,53.04,78.47,Communication issues,Bangalore
8/11/2024,Candidate_1562,Python Fullstack Developer,1,No,Yes,BCA,241,34.19,43.82,No experience,Chennai
2/1/2024,Candidate_1563,Data Analyst,0,No,Yes,M.Tech,182,29.99,49.32,Lack of skills,Chennai
4/23/2024,Candidate_1564,Data Analyst,8,Yes,No,B.Tech,152,59.2,46.5,No experience,Bangalore
12/31/2024,Candidate_1565,Python Fullstack Developer,12,Yes,Yes,B.Tech,218,62.15,44.3,No experience,Chennai
9/20/2024,Candidate_1566,Data Analyst,9,Yes,Yes,B.Tech,248,34.67,42.36,Communication issues,Chennai
7/11/2024,Candidate_1567,Python Fullstack Developer,12,Yes,No,M.Tech,233,54.66,66.55,Communication issues,Bangalore
10/8/2024,Candidate_1568,Python Fullstack Developer,11,Yes,Yes,B.Tech,144,73.67,88.3,No experience,Bangalore
10/28/2024,Candidate_1569,AI/ML Engineer,4,Yes,No,B.Tech,130,32.19,42.1,No experience,Bangalore
1/27/2024,Candidate_1570,Data Analyst,1,No,No,B.Tech,285,53.36,74.84,Communication issues,Hyderabad
12/21/2024,Candidate_1571,QA Engineer,5,Yes,No,MCA,285,38.48,89.13,Lack of skills,Chennai
8/23/2024,Candidate_1572,Data Analyst,8,Yes,Yes,B.Tech,174,45.07,67.64,Lack of skills,Bangalore
6/13/2024,Candidate_1573,Data Analyst,5,Yes,No,BCA,263,49.35,80.37,Lack of skills,Chennai
9/5/2024,Candidate_1574,Data Analyst,15,Yes,No,MCA,163,58.68,77.14,Lack of skills,Chennai
5/6/2024,Candidate_1575,QA Engineer,10,Yes,No,MCA,152,64.23,42.5,Lack of skills,Chennai
11/17/2024,Candidate_1576,Python Fullstack Developer,14,Yes,Yes,MCA,253,72.95,85.82,Communication issues,Chennai
10/12/2024,Candidate_1577,Data Analyst,4,Yes,Yes,M.Tech,262,33.13,88.8,No experience,Chennai
8/22/2024,Candidate_1578,Data Analyst,2,No,Yes,M.Tech,186,68.49,43.7,High competition,Bangalore
3/7/2024,Candidate_1579,Data Analyst,10,Yes,Yes,M.Tech,146,37.39,82.75,Communication issues,Bangalore
12/19/2024,Candidate_1580,Data Analyst,13,Yes,No,B.Tech,265,76.51,83.15,Lack of skills,Bangalore
6/7/2024,Candidate_1581,Data Analyst,4,Yes,No,B.Tech,227,54.26,64.24,Lack of skills,Bangalore
11/29/2024,Candidate_1582,QA Engineer,8,Yes,Yes,M.Tech,195,35.66,74.68,Communication issues,Bangalore
1/21/2024,Candidate_1583,Python Fullstack Developer,3,No,No,M.Tech,162,35.23,79.9,No experience,Hyderabad
2/15/2024,Candidate_1584,Python Fullstack Developer,10,Yes,No,M.Tech,200,68.65,86.63,Communication issues,Bangalore
2/26/2024,Candidate_1585,AI/ML Engineer,1,No,Yes,MCA,223,66.5,69.91,No experience,Bangalore
3/1/2024,Candidate_1586,Python Fullstack Developer,4,Yes,Yes,M.Tech,283,56.67,57.63,No experience,Bangalore
4/28/2024,Candidate_1587,QA Engineer,15,Yes,Yes,B.Tech,169,63.5,69.39,No experience,Chennai
9/16/2024,Candidate_1588,DevOps Engineer,8,Yes,Yes,MCA,245,30.83,70.97,No experience,Chennai
5/6/2024,Candidate_1589,Python Fullstack Developer,11,Yes,No,MCA,217,46.81,52.59,No experience,Chennai
12/10/2024,Candidate_1590,Python Fullstack Developer,13,Yes,No,M.Tech,237,69.49,57.75,Lack of skills,Chennai
11/23/2024,Candidate_1591,Data Analyst,9,Yes,Yes,MCA,187,71.64,69.91,Lack of skills,Bangalore
11/5/2024,Candidate_1592,Python Fullstack Developer,8,Yes,No,BCA,137,46.33,76.76,Lack of skills,Hyderabad
4/1/2024,Candidate_1593,DevOps Engineer,8,Yes,Yes,B.Tech,165,31.21,84.87,Communication issues,Bangalore
8/20/2024,Candidate_1594,Data Analyst,10,Yes,No,MCA,255,30.46,45.47,High competition,Bangalore
7/20/2024,Candidate_1595,Data Analyst,13,Yes,No,MCA,118,24.19,45.1,Communication issues,Bangalore
2/15/2024,Candidate_1596,Python Fullstack Developer,5,Yes,No,B.Tech,164,23.33,48.78,Communication issues,Bangalore
4/20/2024,Candidate_1597,Python Fullstack Developer,10,Yes,Yes,B.Tech,131,34.79,85.27,Lack of skills,Bangalore
7/14/2024,Candidate_1598,Data Analyst,15,Yes,Yes,B.Tech,196,74.06,87.27,Lack of skills,Chennai
7/2/2024,Candidate_1599,Data Analyst,4,Yes,Yes,B.Tech,240,48.11,77.42,Communication issues,Hyderabad
3/2/2024,Candidate_1600,Data Analyst,14,Yes,No,B.Tech,200,51.62,52.49,High competition,Chennai
12/10/2024,Candidate_1601,Data Analyst,1,No,No,BCA,100,49.86,67.88,No experience,Hyderabad
2/26/2024,Candidate_1602,Data Analyst,6,Yes,Yes,B.Tech,117,26.75,49.09,Communication issues,Bangalore
8/29/2024,Candidate_1603,Data Analyst,4,Yes,No,M.Tech,148,49.42,41.07,Lack of skills,Chennai
9/20/2024,Candidate_1604,QA Engineer,1,No,No,BCA,165,73.72,82.86,Lack of skills,Hyderabad
8/9/2024,Candidate_1605,AI/ML Engineer,7,Yes,Yes,B.Tech,226,39.61,47.48,No experience,Bangalore
11/4/2024,Candidate_1606,Data Analyst,5,Yes,Yes,M.Tech,216,54.77,45.65,Lack of skills,Hyderabad
7/25/2024,Candidate_1607,Data Analyst,1,No,No,B.Tech,240,53.5,48.81,Lack of skills,Chennai
10/29/2024,Candidate_1608,Python Fullstack Developer,15,Yes,No,MCA,249,74.9,73.96,Communication issues,Bangalore
1/11/2024,Candidate_1609,Python Fullstack Developer,8,Yes,Yes,MCA,170,34.58,74.25,No experience,Bangalore
1/17/2024,Candidate_1610,AI/ML Engineer,5,Yes,Yes,MCA,230,28.95,53.03,No experience,Bangalore
8/22/2024,Candidate_1611,Data Analyst,14,Yes,Yes,B.Tech,245,68.74,83.95,No experience,Chennai
7/30/2024,Candidate_1612,Data Analyst,13,Yes,No,BCA,207,65.16,59.13,High competition,Bangalore
8/26/2024,Candidate_1613,Data Analyst,3,No,Yes,B.Tech,150,25.91,87.91,Lack of skills,Hyderabad
10/7/2024,Candidate_1614,DevOps Engineer,15,Yes,Yes,M.Tech,168,67.59,85.44,Communication issues,Chennai
6/1/2024,Candidate_1615,QA Engineer,1,No,Yes,BCA,113,43.83,77,High competition,Bangalore
8/21/2024,Candidate_1616,Data Analyst,14,Yes,Yes,BCA,209,67.44,40.08,Lack of skills,Hyderabad
7/1/2024,Candidate_1617,QA Engineer,11,Yes,Yes,MCA,260,71.78,66.98,High competition,Chennai
8/17/2024,Candidate_1618,Data Analyst,15,Yes,No,B.Tech,225,52.88,49.78,No experience,Bangalore
4/16/2024,Candidate_1619,Python Fullstack Developer,14,Yes,Yes,M.Tech,252,30.4,88.81,Lack of skills,Hyderabad
12/16/2024,Candidate_1620,Data Analyst,15,Yes,No,B.Tech,127,73,54.72,Lack of skills,Chennai
6/25/2024,Candidate_1621,QA Engineer,3,No,Yes,B.Tech,221,35.92,62.14,Communication issues,Chennai
10/21/2024,Candidate_1622,Python Fullstack Developer,4,Yes,Yes,B.Tech,211,53.25,85.24,No experience,Bangalore
9/7/2024,Candidate_1623,Data Analyst,3,No,No,B.Tech,199,56.39,40.93,No experience,Chennai
4/18/2024,Candidate_1624,Python Fullstack Developer,11,Yes,No,B.Tech,180,76.38,65.11,Lack of skills,Hyderabad
1/27/2024,Candidate_1625,Data Analyst,2,No,Yes,M.Tech,130,73.09,65.93,Lack of skills,Chennai
1/22/2024,Candidate_1626,Data Analyst,6,Yes,Yes,B.Tech,135,51.12,65.43,Lack of skills,Chennai
6/9/2024,Candidate_1627,Data Analyst,9,Yes,No,B.Tech,146,50.35,69.01,No experience,Bangalore
6/26/2024,Candidate_1628,QA Engineer,5,Yes,No,M.Tech,131,54.14,56.53,Communication issues,Bangalore
3/15/2024,Candidate_1629,DevOps Engineer,5,Yes,No,MCA,192,40.96,53.55,No experience,Hyderabad
8/10/2024,Candidate_1630,QA Engineer,8,Yes,Yes,M.Tech,294,32.64,41.04,Lack of skills,Bangalore
4/24/2024,Candidate_1631,DevOps Engineer,6,Yes,No,B.Tech,113,64.4,48.31,Lack of skills,Chennai
9/19/2024,Candidate_1632,DevOps Engineer,0,No,No,M.Tech,110,62.3,83.01,No experience,Bangalore
9/25/2024,Candidate_1633,Python Fullstack Developer,5,Yes,No,B.Tech,117,42.33,70.69,Lack of skills,Bangalore
11/11/2024,Candidate_1634,Python Fullstack Developer,13,Yes,Yes,B.Tech,171,50.86,58.88,High competition,Bangalore
12/22/2024,Candidate_1635,QA Engineer,2,No,Yes,M.Tech,127,31.08,65.37,Lack of skills,Chennai
2/17/2024,Candidate_1636,Python Fullstack Developer,7,Yes,Yes,MCA,240,58.25,57.47,High competition,Chennai
5/15/2024,Candidate_1637,AI/ML Engineer,15,Yes,No,B.Tech,237,43.66,70.6,Communication issues,Bangalore
7/24/2024,Candidate_1638,AI/ML Engineer,3,No,Yes,MCA,168,23.65,83.75,Lack of skills,Bangalore
4/26/2024,Candidate_1639,QA Engineer,10,Yes,Yes,BCA,132,70.27,49.47,Communication issues,Chennai
6/19/2024,Candidate_1640,Python Fullstack Developer,0,No,Yes,B.Tech,300,65.04,74.09,Communication issues,Hyderabad
4/7/2024,Candidate_1641,Python Fullstack Developer,9,Yes,Yes,B.Tech,124,79.85,64.84,No experience,Bangalore
3/31/2024,Candidate_1642,Python Fullstack Developer,3,No,Yes,B.Tech,290,66.11,71.2,Communication issues,Bangalore
2/5/2024,Candidate_1643,Data Analyst,12,Yes,Yes,M.Tech,275,32.12,85.19,No experience,Chennai
4/16/2024,Candidate_1644,Data Analyst,11,Yes,No,B.Tech,208,36.69,59.86,Communication issues,Bangalore
5/20/2024,Candidate_1645,Data Analyst,3,No,Yes,MCA,152,38.13,71.73,Lack of skills,Hyderabad
8/13/2024,Candidate_1646,Python Fullstack Developer,10,Yes,Yes,MCA,110,75.35,50.46,Communication issues,Chennai
3/31/2024,Candidate_1647,QA Engineer,4,Yes,Yes,BCA,269,58.72,87.38,Lack of skills,Hyderabad
11/12/2024,Candidate_1648,Python Fullstack Developer,0,No,No,MCA,245,68.88,69.89,No experience,Bangalore
2/28/2024,Candidate_1649,Data Analyst,2,No,Yes,B.Tech,115,71.31,55.83,Communication issues,Bangalore
4/29/2024,Candidate_1650,Data Analyst,14,Yes,Yes,B.Tech,102,54.43,51.66,Lack of skills,Chennai
7/30/2024,Candidate_1651,QA Engineer,15,Yes,No,M.Tech,128,26.57,49.25,No experience,Chennai
4/24/2024,Candidate_1652,Python Fullstack Developer,14,Yes,Yes,B.Tech,186,23.98,86.06,High competition,Chennai
10/6/2024,Candidate_1653,Data Analyst,8,Yes,No,B.Tech,259,70.11,63.71,Lack of skills,Hyderabad
7/1/2024,Candidate_1654,DevOps Engineer,0,No,Yes,B.Tech,284,29.78,79.74,Lack of skills,Bangalore
7/7/2024,Candidate_1655,Data Analyst,10,Yes,Yes,B.Tech,170,32.6,48,Lack of skills,Chennai
7/1/2024,Candidate_1656,Data Analyst,1,No,No,MCA,172,63.68,57.93,Communication issues,Hyderabad
4/22/2024,Candidate_1657,Python Fullstack Developer,14,Yes,Yes,M.Tech,210,73.91,47.68,No experience,Bangalore
1/9/2024,Candidate_1658,DevOps Engineer,10,Yes,No,MCA,161,72.06,60.92,Communication issues,Chennai
12/11/2024,Candidate_1659,Data Analyst,4,Yes,No,M.Tech,159,21.37,84.29,Communication issues,Chennai
7/3/2024,Candidate_1660,QA Engineer,6,Yes,No,M.Tech,156,28.95,57.46,High competition,Bangalore
12/19/2024,Candidate_1661,Python Fullstack Developer,1,No,Yes,B.Tech,258,54.63,44.19,Lack of skills,Bangalore
3/19/2024,Candidate_1662,Data Analyst,9,Yes,No,MCA,254,66.75,80.48,No experience,Hyderabad
5/9/2024,Candidate_1663,DevOps Engineer,10,Yes,No,BCA,246,63.79,46.69,Lack of skills,Chennai
1/19/2024,Candidate_1664,Data Analyst,1,No,No,MCA,292,55.21,72.71,Communication issues,Hyderabad
6/30/2024,Candidate_1665,QA Engineer,2,No,No,MCA,168,40.89,68.64,High competition,Chennai
11/18/2024,Candidate_1666,Python Fullstack Developer,12,Yes,No,M.Tech,241,21.44,86.37,No experience,Bangalore
8/27/2024,Candidate_1667,QA Engineer,2,No,Yes,B.Tech,190,38.17,47.55,High competition,Bangalore
6/21/2024,Candidate_1668,Python Fullstack Developer,12,Yes,No,B.Tech,160,48.68,54.29,No experience,Bangalore
7/15/2024,Candidate_1669,Data Analyst,8,Yes,No,B.Tech,138,59.23,43.57,Lack of skills,Bangalore
11/6/2024,Candidate_1670,AI/ML Engineer,5,Yes,Yes,B.Tech,105,64.1,86.2,Lack of skills,Chennai
6/6/2024,Candidate_1671,DevOps Engineer,7,Yes,No,M.Tech,241,31.57,87.75,High competition,Chennai
11/18/2024,Candidate_1672,Data Analyst,12,Yes,No,BCA,249,56.72,78.43,Communication issues,Chennai
9/23/2024,Candidate_1673,Data Analyst,2,No,No,B.Tech,181,31.78,50.92,Lack of skills,Bangalore
10/6/2024,Candidate_1674,Data Analyst,0,No,No,B.Tech,295,20.29,47.58,Lack of skills,Bangalore
5/13/2024,Candidate_1675,Python Fullstack Developer,6,Yes,No,B.Tech,156,44.94,55.89,No experience,Bangalore
5/26/2024,Candidate_1676,Data Analyst,5,Yes,Yes,B.Tech,143,48.21,77.87,Lack of skills,Bangalore
7/27/2024,Candidate_1677,Data Analyst,12,Yes,No,MCA,198,32.63,75.06,No experience,Hyderabad
3/12/2024,Candidate_1678,QA Engineer,12,Yes,No,BCA,152,55.61,60.11,Lack of skills,Hyderabad
7/21/2024,Candidate_1679,Python Fullstack Developer,9,Yes,Yes,M.Tech,238,25.58,61.79,Communication issues,Bangalore
1/27/2024,Candidate_1680,Python Fullstack Developer,4,Yes,Yes,B.Tech,257,78.04,63.16,Lack of skills,Chennai
7/3/2024,Candidate_1681,Python Fullstack Developer,3,No,No,B.Tech,104,28.71,76.01,No experience,Bangalore
10/6/2024,Candidate_1682,AI/ML Engineer,9,Yes,No,BCA,141,22.9,47.71,No experience,Hyderabad
4/12/2024,Candidate_1683,Python Fullstack Developer,15,Yes,Yes,B.Tech,123,29.06,60.43,No experience,Chennai
12/28/2024,Candidate_1684,Data Analyst,13,Yes,No,BCA,246,29.11,81.33,Communication issues,Bangalore
9/6/2024,Candidate_1685,Python Fullstack Developer,9,Yes,No,MCA,289,32.43,76.14,High competition,Hyderabad
2/13/2024,Candidate_1686,Python Fullstack Developer,4,Yes,No,B.Tech,257,27.08,73.2,Lack of skills,Hyderabad
12/22/2024,Candidate_1687,Python Fullstack Developer,11,Yes,No,MCA,169,61.21,87.7,Lack of skills,Bangalore
5/24/2024,Candidate_1688,QA Engineer,3,No,No,BCA,224,62.02,42.14,Lack of skills,Bangalore
10/17/2024,Candidate_1689,DevOps Engineer,11,Yes,No,B.Tech,131,47.62,58.85,Lack of skills,Chennai
5/4/2024,Candidate_1690,DevOps Engineer,6,Yes,No,BCA,124,47.99,56.76,High competition,Chennai
12/9/2024,Candidate_1691,Python Fullstack Developer,15,Yes,Yes,B.Tech,163,59.61,52.96,No experience,Chennai
10/3/2024,Candidate_1692,QA Engineer,14,Yes,No,MCA,204,23.21,65.72,No experience,Hyderabad
3/13/2024,Candidate_1693,QA Engineer,12,Yes,Yes,MCA,156,56.35,72.32,Communication issues,Chennai
7/5/2024,Candidate_1694,Data Analyst,15,Yes,No,B.Tech,161,64.76,67.56,Communication issues,Bangalore
7/2/2024,Candidate_1695,Data Analyst,8,Yes,No,B.Tech,217,25.35,44.85,Communication issues,Hyderabad
1/17/2024,Candidate_1696,Python Fullstack Developer,13,Yes,No,B.Tech,256,26.76,50.24,Lack of skills,Bangalore
2/20/2024,Candidate_1697,Data Analyst,2,No,Yes,B.Tech,142,44.16,45.35,High competition,Chennai
5/1/2024,Candidate_1698,AI/ML Engineer,13,Yes,Yes,MCA,144,27.77,72.74,No experience,Bangalore
6/22/2024,Candidate_1699,Python Fullstack Developer,11,Yes,Yes,M.Tech,156,30.84,78.01,Lack of skills,Bangalore
6/16/2024,Candidate_1700,Python Fullstack Developer,5,Yes,No,B.Tech,171,27.26,42.02,Lack of skills,Bangalore
8/9/2024,Candidate_1701,Python Fullstack Developer,13,Yes,No,BCA,127,63.3,53.63,No experience,Hyderabad
7/7/2024,Candidate_1702,Data Analyst,13,Yes,Yes,M.Tech,100,46.79,66.72,No experience,Bangalore
4/30/2024,Candidate_1703,Python Fullstack Developer,2,No,Yes,M.Tech,161,63.38,82.55,Lack of skills,Bangalore
8/12/2024,Candidate_1704,Data Analyst,1,No,Yes,M.Tech,271,59.7,75.22,No experience,Bangalore
2/29/2024,Candidate_1705,QA Engineer,10,Yes,Yes,B.Tech,178,75.53,47.85,No experience,Chennai
12/28/2024,Candidate_1706,Python Fullstack Developer,14,Yes,No,B.Tech,211,65.6,80.95,No experience,Chennai
